s/n,epi_week,state,year,cases,deaths,cfr,suspected_cases,confirmed_cases,rainfall_mm,temperature_c,humidity_pct,rainfall_anomaly_mm,rainfall_zscore,heavy_rain_flag,extreme_rain_flag,rolling_4_rainfall_mm,reliefweb_flood_reports,basic_water_pct,safely_managed_water_pct,basic_sanitation_pct,safely_managed_sanitation_pct,open_defecation_pct,idp_population,returnee_population,displacement_round,displacement_data_age_days,health_facility_count,hospital_count,phc_count,epi_week_label,epi_week_start,epi_week_end,period_weeks,state_code,report_gap_weeks,date,month,quarter,rainy_season,lag_1_cases,lag_2_cases,lag_4_cases,lag_8_cases,lag_1_deaths,lag_1_cfr,lag_2_deaths,lag_2_cfr,lag_4_deaths,lag_4_cfr,rolling_4_cases,rolling_8_cases,rolling_4_deaths,rolling_4_cfr,risk_threshold_basis,risk_low_threshold,risk_high_threshold,risk_level
235,9,Kano,2023,2,0,0.0,2,,0.0,24.136000000000003,23.282000000000004,-0.29240000000000005,-0.1788854381999832,0,0,0.0,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1723.0,35.0,1592.0,5-9,5,9,5,19,0,2023-02-27,2,1,0,1.0,13.0,171.0,57.0,0.0,0.0,2.0,0.1538,3.0,0.0175,89.0,64.875,1.25,0.042825,iqr_trimmed_quantiles,9.0,30.0,Low
197,30,Kano,2023,23,2,0.087,23,,85.99000000000001,30.20607142857143,56.621428571428574,-51.3475,-0.5737093544877714,0,0,65.49750000000003,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1723.0,35.0,1592.0,27-30,27,30,4,19,17,2023-07-24,7,3,1,2.0,1.0,171.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,46.75,58.0,0.5,0.03845,iqr_trimmed_quantiles,9.0,30.0,Medium
190,34,Kano,2023,7,2,0.2857,7,,81.35000000000001,28.19571428571429,66.75892857142857,-30.601000000000003,-0.7511207079314632,0,0,83.85500000000003,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1723.0,35.0,1592.0,31-34,31,34,4,19,0,2023-08-21,8,3,1,23.0,2.0,13.0,68.0,2.0,0.087,0.0,0.0,2.0,0.1538,9.75,60.5,1.0,0.0602,iqr_trimmed_quantiles,9.0,30.0,Low
185,47,Kano,2023,3,0,0.0,3,,0.01,26.903571428571425,33.201071428571424,0.002,0.4472135954999579,0,0,0.015000000000042599,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1723.0,35.0,1592.0,44-47,44,47,4,19,9,2023-11-20,11,4,0,7.0,23.0,1.0,35.0,2.0,0.2857,2.0,0.087,0.0,0.0,8.25,52.875,1.0,0.09317500000000001,iqr_trimmed_quantiles,9.0,30.0,Low
175,51,Kano,2023,3,0,0.0,3,,0.0,23.051428571428573,27.811785714285712,-0.007,-0.1118033988749895,0,0,0.0050000000000213,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,1723.0,35.0,1592.0,48-51,48,51,4,19,0,2023-12-18,12,4,0,3.0,7.0,2.0,171.0,0.0,0.0,2.0,0.2857,0.0,0.0,8.75,48.875,1.0,0.093175,iqr_trimmed_quantiles,9.0,30.0,Low
160,17,Kano,2024,2,0,0.0,2,,0.01,33.73428571428571,32.96714285714286,-16.048,-0.6286584521151743,0,0,0.2300000000000426,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,17,17,17,1,19,0,2024-04-22,4,2,1,3.0,3.0,23.0,171.0,0.0,0.0,0.0,0.0,2.0,0.087,9.0,27.875,1.0,0.093175,iqr_trimmed_quantiles,9.0,30.0,Low
127,28,Kano,2024,3,0,0.0,3,,21.36,29.62142857142857,59.75285714285714,-63.38600000000001,-0.4993850847807603,0,0,86.64000000000004,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,28,28,28,1,19,10,2024-07-08,7,3,1,2.0,3.0,7.0,13.0,0.0,0.0,0.0,0.0,2.0,0.2857,3.75,6.75,0.5,0.07142499999999999,iqr_trimmed_quantiles,9.0,30.0,Low
117,30,Kano,2024,1,0,0.0,1,,57.76,25.74,83.00428571428571,21.05,0.7391736542226475,1,0,496.50000000000006,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,30,30,30,1,19,1,2024-07-22,7,3,1,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.75,5.5,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
109,31,Kano,2024,12,2,0.1667,12,,73.69,25.7,81.48571428571428,22.431999999999995,0.4134318603823577,1,1,536.6400000000001,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,31,31,31,1,19,0,2024-07-29,7,3,1,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.5,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
103,32,Kano,2024,1,0,0.0,1,,22.04,25.804285714285715,81.33714285714287,-43.446000000000005,-0.4579524023961268,0,0,537.32,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,32,32,32,1,19,0,2024-08-05,8,3,1,12.0,1.0,2.0,23.0,2.0,0.1667,0.0,0.0,0.0,0.0,4.5,6.75,0.5,0.041675,iqr_trimmed_quantiles,9.0,30.0,Low
86,35,Kano,2024,4,0,0.0,4,,53.49,25.102857142857143,84.85000000000001,27.83600000000001,1.5731302552045232,1,0,145.06000000000006,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,35,35,35,1,19,2,2024-08-26,8,3,1,1.0,12.0,3.0,7.0,0.0,0.0,2.0,0.1667,0.0,0.0,4.25,4.0,0.5,0.041675,iqr_trimmed_quantiles,9.0,30.0,Low
81,36,Kano,2024,10,0,0.0,10,,127.25,25.20142857142857,85.10714285714286,49.56,0.858907243699062,1,1,250.27000000000007,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,36,36,36,1,19,0,2024-09-02,9,3,1,4.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,3.625,0.5,0.041675,iqr_trimmed_quantiles,9.0,30.0,Medium
65,38,Kano,2024,39,0,0.0,39,,17.07,26.38,79.44000000000001,-0.7339999999999982,-0.035848148845792,0,0,234.16000000000008,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,38,38,38,1,19,1,2024-09-16,9,3,1,10.0,4.0,12.0,3.0,0.0,0.0,0.0,0.0,2.0,0.1667,6.75,4.5,0.5,0.041675,iqr_trimmed_quantiles,9.0,30.0,High
52,39,Kano,2024,7,0,0.0,7,,17.25,26.52142857142857,77.33285714285715,-7.857999999999997,-0.3704368260533729,0,0,197.92000000000007,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,1723.0,35.0,1592.0,39,39,39,1,19,0,2024-09-23,9,3,1,39.0,10.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,9.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Low
566,29,Katsina,2021,20,0,0.0,20,,82.14,25.307142857142857,84.78857142857143,20.754,0.6051261545979346,1,0,503.86,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,29,29,29,1,20,0,2021-07-19,7,3,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,Medium
555,30,Katsina,2021,120,10,0.0833,120,,246.74,24.48,88.40714285714286,160.83,1.7832406753184775,1,1,695.01,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,30,30,30,1,20,0,2021-07-26,7,3,1,20.0,,,,0.0,0.0,,,,,20.0,20.0,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
544,32,Katsina,2021,173,7,0.0405,173,,124.33,24.58142857142857,86.57571428571428,51.092,1.4467462092618038,1,1,510.36,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,32,32,32,1,20,1,2021-08-09,8,3,1,120.0,20.0,,,10.0,0.0833,0.0,0.0,,,70.0,70.0,5.0,0.04165,iqr_trimmed_quantiles,9.0,30.0,High
532,33,Katsina,2021,691,19,0.0275,691,,55.790000000000006,24.527142857142856,86.24142857142859,-19.10799999999999,-0.5310389012753788,0,0,484.01,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,33,33,33,1,20,0,2021-08-16,8,3,1,173.0,120.0,,,7.0,0.0405,10.0,0.0833,,,104.33333333333333,104.33333333333333,5.666666666666667,0.04126666666666667,iqr_trimmed_quantiles,9.0,30.0,High
514,34,Katsina,2021,396,6,0.0152,396,,121.46,25.231428571428573,84.97571428571429,45.306,0.9236769655527818,1,1,358.73,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,34,34,34,1,20,0,2021-08-23,8,3,1,691.0,173.0,20.0,,19.0,0.0275,7.0,0.0405,0.0,0.0,251.0,251.0,9.0,0.037825,iqr_trimmed_quantiles,9.0,30.0,High
504,35,Katsina,2021,282,8,0.0284,282,,52.81,24.85571428571429,88.36,-4.652000000000001,-0.3090854758791228,0,0,354.39000000000004,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,35,35,35,1,20,0,2021-08-30,8,3,1,396.0,691.0,120.0,,6.0,0.0152,19.0,0.0275,10.0,0.0833,345.0,280.0,10.5,0.041625,iqr_trimmed_quantiles,9.0,30.0,High
492,36,Katsina,2021,194,4,0.0206,194,,271.98,25.09,87.24142857142859,151.51600000000002,1.6300553286200965,1,1,502.04,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,36,36,36,1,20,0,2021-09-06,9,3,1,282.0,396.0,173.0,,8.0,0.0284,6.0,0.0152,7.0,0.0405,385.5,280.3333333333333,10.0,0.0279,iqr_trimmed_quantiles,9.0,30.0,High
473,37,Katsina,2021,282,5,0.0177,282,,121.01,24.685714285714287,90.05285714285715,38.55000000000001,0.740759791280687,1,1,567.26,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,37,37,37,1,20,0,2021-09-13,9,3,1,194.0,282.0,691.0,,4.0,0.0206,8.0,0.0284,19.0,0.0275,390.75,268.0,9.25,0.022925,iqr_trimmed_quantiles,9.0,30.0,High
460,38,Katsina,2021,92,2,0.0217,92,,37.61,25.282857142857143,84.06714285714285,5.334000000000003,0.2645869204199097,0,0,483.41,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,38,38,38,1,20,0,2021-09-20,9,3,1,282.0,194.0,396.0,20.0,5.0,0.0177,4.0,0.0206,6.0,0.0152,288.5,269.75,5.75,0.020475,iqr_trimmed_quantiles,9.0,30.0,High
448,39,Katsina,2021,35,0,0.0,35,,10.29,25.174285714285716,77.78857142857143,-5.404,-0.9651103354062488,0,0,440.89,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,39,39,39,1,20,0,2021-09-27,9,3,1,92.0,282.0,282.0,120.0,2.0,0.0217,5.0,0.0177,8.0,0.0284,212.5,278.75,4.75,0.0221,iqr_trimmed_quantiles,9.0,30.0,High
442,40,Katsina,2021,261,0,0.0,261,,11.36,25.38,70.4057142857143,-1.5599999999999987,-0.213906958709664,0,0,180.27,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,40,40,40,1,20,0,2021-10-04,10,4,1,35.0,92.0,194.0,173.0,0.0,0.0,2.0,0.0217,4.0,0.0206,150.75,268.125,2.75,0.015,iqr_trimmed_quantiles,9.0,30.0,High
434,41,Katsina,2021,14,0,0.0,14,,22.92,25.09,60.27,10.572,0.5999175244587841,0,0,82.18,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,41,41,41,1,20,0,2021-10-11,10,4,1,261.0,35.0,282.0,691.0,0.0,0.0,0.0,0.0,5.0,0.0177,167.5,279.125,1.75,0.009850000000000001,iqr_trimmed_quantiles,9.0,30.0,Medium
369,49,Katsina,2021,3,0,0.0,3,,0.0,19.267142857142854,48.182857142857145,0.0,0.0,0,0,0.0,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,2296.0,18.0,2210.0,49,49,49,1,20,7,2021-12-06,12,4,0,14.0,261.0,92.0,396.0,0.0,0.0,0.0,0.0,2.0,0.0217,100.5,194.5,0.5,0.005425,iqr_trimmed_quantiles,9.0,30.0,Low
331,17,Katsina,2022,134,28,0.209,134,,33.33,25.233025210084033,26.49974789915966,1.3976274509803923,0.09483789000753046,0,0,6.44764705882353,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,01-17,1,17,17,20,0,2022-04-25,4,2,1,3.0,14.0,35.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,78.25,145.375,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,High
315,26,Katsina,2022,7,0,0.0,7,,276.17,27.556285714285714,68.02142857142857,16.0416,0.3412733848568965,1,1,167.91199999999998,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,22-26,22,26,5,20,4,2022-06-27,6,2,1,134.0,3.0,261.0,194.0,28.0,0.209,0.0,0.0,0.0,0.0,103.0,126.875,7.0,0.05225,iqr_trimmed_quantiles,9.0,30.0,Low
302,30,Katsina,2022,115,6,0.0522,115,,203.26999999999998,25.787142857142857,78.82142857142857,-38.033,-0.5674393121846419,1,0,236.755,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,27-30,27,30,4,20,0,2022-07-25,7,3,1,7.0,134.0,14.0,282.0,0.0,0.0,28.0,0.209,0.0,0.0,39.5,103.5,7.0,0.05225,iqr_trimmed_quantiles,9.0,30.0,High
285,35,Katsina,2022,115,0,0.0,115,,371.60999999999996,24.595142857142857,85.24228571428571,7.041999999999999,-0.08009543841729336,1,1,262.15600000000006,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,31-35,31,35,5,20,0,2022-08-29,8,3,1,115.0,7.0,3.0,92.0,6.0,0.0522,0.0,0.0,0.0,0.0,64.75,82.625,8.5,0.0653,iqr_trimmed_quantiles,9.0,30.0,High
274,39,Katsina,2022,16,3,0.1875,16,,301.59000000000003,25.21107142857143,84.2575,12.673999999999996,0.155223242516279,1,1,360.87499999999994,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,36-39,36,39,4,20,0,2022-09-26,9,3,1,115.0,115.0,134.0,35.0,0.0,0.0,6.0,0.0522,28.0,0.209,92.75,85.5,8.5,0.0653,iqr_trimmed_quantiles,9.0,30.0,Medium
257,47,Katsina,2022,16,0,0.0,16,,0.0,20.24785714285714,55.06785714285715,-0.010499999999999999,-0.22360679774997894,0,0,0.0925,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,44-47,44,47,4,20,4,2022-11-21,11,4,0,16.0,115.0,7.0,261.0,3.0,0.1875,0.0,0.0,0.0,0.0,63.25,83.125,2.25,0.059925,iqr_trimmed_quantiles,9.0,30.0,Medium
251,52,Katsina,2022,7,0,0.0,7,,0.0,19.249714285714283,38.879714285714286,0.0,0.0,0,0,0.0,0,79.457946920672,28.9123382327651,46.5706755484283,31.4553515414556,18.4410066468131,0.0,0,0,365,2296.0,18.0,2210.0,48-52,48,52,5,20,0,2022-12-26,12,4,0,16.0,16.0,115.0,14.0,0.0,0.0,3.0,0.1875,6.0,0.0522,65.5,52.5,2.25,0.059925,iqr_trimmed_quantiles,9.0,30.0,Low
241,4,Katsina,2023,5,0,0.0,5,,0.0,21.01642857142857,29.18857142857143,-0.3245833333333333,-0.10206207261596575,0,0,0.0,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2296.0,18.0,2210.0,1-4,1,4,4,20,0,2023-01-23,1,1,0,7.0,16.0,115.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,38.5,51.625,0.75,0.046875,iqr_trimmed_quantiles,9.0,30.0,Low
228,13,Katsina,2023,1,0,0.0,1,,0.38,28.42928571428572,18.412142857142857,-0.0675,0.27382635410566214,0,0,0.22,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2296.0,18.0,2210.0,10-13,10,13,4,20,5,2023-03-27,3,1,0,5.0,7.0,16.0,134.0,0.0,0.0,0.0,0.0,3.0,0.1875,11.0,51.875,0.75,0.046875,iqr_trimmed_quantiles,9.0,30.0,Low
222,17,Katsina,2023,24,10,0.4167,24,,11.26,31.79892857142857,25.45714285714286,0.9740000000000002,1.0728205505306483,0,0,5.117500000000001,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2296.0,18.0,2210.0,14-17,14,17,4,20,0,2023-04-24,4,2,1,1.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.25,35.25,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
208,26,Katsina,2023,53,0,0.0,53,,201.43000000000004,28.90771428571428,63.29171428571429,1.0936000000000008,0.21137303361892473,1,0,155.92199999999997,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2296.0,18.0,2210.0,22-26,22,26,5,20,4,2023-06-26,6,2,1,24.0,1.0,7.0,115.0,10.0,0.4167,0.0,0.0,0.0,0.0,9.25,37.375,2.5,0.104175,iqr_trimmed_quantiles,9.0,30.0,High
199,30,Katsina,2023,11,1,0.0909,11,,282.54,27.355714285714285,73.91035714285714,-18.2155,-0.3992287209774926,1,1,226.55,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2296.0,18.0,2210.0,27-30,27,30,4,20,0,2023-07-24,7,3,1,53.0,24.0,5.0,115.0,0.0,0.0,10.0,0.4167,0.0,0.0,20.75,29.625,2.5,0.104175,iqr_trimmed_quantiles,9.0,30.0,Medium
181,47,Katsina,2023,16,0,0.0,16,,0.21000000000000002,25.561785714285715,38.97785714285714,0.041999999999999996,0.8944271909999159,0,0,0.10999999999999999,0,81.0772897042816,29.4651386798622,47.7155813553496,32.1314589229297,18.1372592328994,0.0,0,0,365,2296.0,18.0,2210.0,44-47,44,47,4,20,13,2023-11-20,11,4,0,11.0,53.0,1.0,16.0,1.0,0.0909,0.0,0.0,0.0,0.0,22.25,16.625,2.75,0.1269,iqr_trimmed_quantiles,9.0,30.0,Medium
156,22,Katsina,2024,1,1,1.0,1,,99.86,32.15,51.53857142857142,57.914,1.654034470216397,1,0,169.57,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,22,22,22,1,20,0,2024-05-27,5,2,1,16.0,11.0,24.0,16.0,0.0,0.0,1.0,0.0909,10.0,0.4167,26.0,16.625,2.75,0.1269,iqr_trimmed_quantiles,9.0,30.0,Low
151,23,Katsina,2024,6,1,0.1667,6,,26.5,28.69,69.47428571428571,-13.522000000000006,-0.4637311046582293,0,0,136.93,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,23,23,23,1,20,0,2024-06-03,6,2,1,1.0,16.0,53.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,20.25,14.75,0.5,0.272725,iqr_trimmed_quantiles,9.0,30.0,Low
141,25,Katsina,2024,2,0,0.0,2,,0.41,29.99571428571429,58.31428571428571,-45.312000000000005,-0.805658192439035,0,0,158.3,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,25,25,25,1,20,1,2024-06-17,6,2,1,6.0,1.0,11.0,5.0,1.0,0.1667,1.0,1.0,1.0,0.0909,8.5,14.625,0.75,0.3144,iqr_trimmed_quantiles,9.0,30.0,Low
128,28,Katsina,2024,17,0,0.0,17,,114.94,26.548571428571428,79.55857142857143,20.90000000000001,0.5227538995173638,1,1,313.66,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,28,28,28,1,20,2,2024-07-08,7,3,1,2.0,6.0,16.0,1.0,0.0,0.0,1.0,0.1667,0.0,0.0,6.25,14.25,0.5,0.291675,iqr_trimmed_quantiles,9.0,30.0,Medium
114,30,Katsina,2024,5,0,0.0,5,,44.84,25.47571428571428,84.65857142857143,-41.06999999999999,-0.4553733416360745,0,0,387.87,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,30,30,30,1,20,1,2024-07-22,7,3,1,17.0,2.0,1.0,24.0,0.0,0.0,0.0,0.0,1.0,1.0,6.5,16.25,0.5,0.291675,iqr_trimmed_quantiles,9.0,30.0,Low
110,31,Katsina,2024,4,0,0.0,4,,90.69,25.11285714285714,85.89857142857143,36.042,1.5742040614189792,1,0,359.29,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,31,31,31,1,20,0,2024-07-29,7,3,1,5.0,17.0,6.0,53.0,0.0,0.0,0.0,0.0,1.0,0.1667,7.5,13.875,0.25,0.041675,iqr_trimmed_quantiles,9.0,30.0,Low
94,34,Katsina,2024,9,1,0.1111,9,,68.5,25.38714285714286,87.14714285714285,-7.653999999999996,-0.1560460754500726,0,0,294.56,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,34,34,34,1,20,2,2024-08-19,8,3,1,4.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.75,0.0,0.0,iqr_trimmed_quantiles,9.0,30.0,Medium
87,35,Katsina,2024,41,0,0.0,41,,82.17,24.527142857142856,89.08714285714287,24.708,1.6416345524551517,1,0,286.04,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,35,35,35,1,20,0,2024-08-26,8,3,1,9.0,4.0,17.0,16.0,1.0,0.1111,0.0,0.0,0.0,0.0,8.75,7.5,0.25,0.027775,iqr_trimmed_quantiles,9.0,30.0,High
82,36,Katsina,2024,66,0,0.0,66,,71.86,24.678571428571427,87.92285714285715,-48.60400000000001,-0.5228966524476041,0,0,315.84,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,36,36,36,1,20,0,2024-09-02,9,3,1,41.0,9.0,5.0,1.0,0.0,0.0,1.0,0.1111,0.0,0.0,14.75,10.625,0.25,0.027775,iqr_trimmed_quantiles,9.0,30.0,High
13,4,Katsina,2025,1,0,0.0,1,,0.0,21.61357142857143,30.93785714285714,-0.3245833333333333,-0.10206207261596575,0,0,0.0,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,1-4,1,4,4,20,0,2025-01-20,1,1,0,66.0,41.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,18.75,0.25,0.027775,iqr_trimmed_quantiles,9.0,30.0,Low
39,9,Katsina,2025,20,0,0.0,20,,0.01,25.31142857142857,19.961428571428574,-0.0605,0.33541019662496846,0,0,0.002499999999996425,0,82.2488935172216,29.904599188308,47.9019370619136,32.2082592818415,17.9570129436897,0.0,0,0,365,2296.0,18.0,2210.0,6-9,6,9,4,20,1,2025-02-24,2,1,0,1.0,66.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.1111,29.25,18.125,0.25,0.027775,iqr_trimmed_quantiles,9.0,30.0,Medium
590,24,Kebbi,2021,35,1,0.0286,35,,77.69,32.783928571428575,40.46511904761905,-8.761666666666668,-0.49712896206067647,0,0,15.195000000000002,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,13-24,13,24,12,21,0,2021-06-14,6,2,1,,,,,,,,,,,,,,,iqr_trimmed_quantiles,9.0,30.0,High
545,32,Kebbi,2021,325,14,0.0431,325,,61.27,26.147142857142857,83.66428571428571,9.416000000000004,0.6975817146205434,0,0,223.47,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,32,32,32,1,21,7,2021-08-09,8,3,1,35.0,,,,1.0,0.0286,,,,,35.0,35.0,1.0,0.0286,iqr_trimmed_quantiles,9.0,30.0,High
533,33,Kebbi,2021,3,0,0.0,3,,67.33,26.08428571428572,83.49571428571429,8.740000000000002,0.5350663189221537,1,0,266.72,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,33,33,33,1,21,0,2021-08-16,8,3,1,325.0,35.0,,,14.0,0.0431,1.0,0.0286,,,180.0,180.0,7.5,0.03585,iqr_trimmed_quantiles,9.0,30.0,Low
516,34,Kebbi,2021,17,1,0.0588,17,,110.74,26.40714285714285,83.30285714285715,40.5,0.8633425812521752,1,1,286.68,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,34,34,34,1,21,0,2021-08-23,8,3,1,3.0,325.0,,,0.0,0.0,14.0,0.0431,,,121.0,121.0,5.0,0.0239,iqr_trimmed_quantiles,9.0,30.0,Medium
505,35,Kebbi,2021,2,0,0.0,2,,35.38,25.93285714285714,85.96000000000001,-15.336,-0.9651488178242196,0,0,274.72,0,77.8385518833185,28.3555720870985,45.4491559568794,30.7931355307584,18.7432459114042,0.0,0,0,365,1207.0,27.0,1142.0,35,35,35,1,21,0,2021-08-30,8,3,1,17.0,3.0,35.0,,1.0,0.0588,0.0,0.0,1.0,0.0286,95.0,95.0,4.0,0.032625,iqr_trimmed_quantiles,9.0,30.0,Low
